edrpou,official_address,mail_address,email,fax
04335938,92241 Луганська Білокуракинський Бунчуківка Центральна буд. 5,92241 Луганська Білокуракинський Бунчуківка Центральна буд. 5,brda17lk@ukrpost.ua,
04373347,81040 Львівська Яворівський Бунів Майдан Шевченка буд. 2,81040 Львівська Яворівський Бунів Майдан Шевченка буд. 2,byniv@meta.ua,0000000000
04418699,60143 Чернівецька Кельменецький Бурдюг Буковинська буд. 3,60143 Чернівецька Кельменецький Бурдюг Буковинська буд. 3,byrdyg@meta.ua,
04058025,41700 Сумська Буринський Буринь Першотравнева буд. 1,41700 Сумська Буринський Буринь Першотравнева буд. 1,buryn.rada@mail.ru,05454 21450
23826524,41700 Сумська Буринський Буринь площа Першотравнева буд. 20,41700 Сумська Буринський Буринь площа Першотравнева буд. 20,burin_rada@sm.ukrtel.net,0545421746
04361077,09811 Київська Тетіївський Бурківці Леніна буд. 16,09811 Київська Тетіївський Бурківці Леніна буд. 16,raj_tetv@ukr.net,04560 2-44-44
04352322,72010 Запорізька Михайлівський Бурчак Євдокії Носаль буд. 32,72010 Запорізька Михайлівський Бурчак Євдокії Носаль буд. 32,bur_sr@zp.ukrtel.net,0613226123
25557198,80500 Львівська Буський Буськ Львівська буд. 2,80500 Львівська Буський Буськ Львівська буд. 2,buskrada@ukr.net,(03264) 3-05-16
04386930,35811 Рівненська Острозький Бухарів 1 травня буд. 1,35811 Рівненська Острозький Бухарів 1 травня буд. 1,ostrohrayrada2@ukr.net,(03654) 74-2-49
20124081,44440 Волинська Старовижівський Буцин Молодіжна буд. 37,44440 Волинська Старовижівський Буцин Молодіжна буд. 37,bucynska@gmail.com,0334694319
04325800,24523 Вінницька Ямпільський Буша Гоголя буд. 23,24523 Вінницька Ямпільський Буша Гоголя буд. 23,bushasr@e-mail.ua,(04336) 2-61-45
04331403,23345 Вінницька Тиврівський Бушинка Жовтнева буд. 4,23345 Вінницька Тиврівський Бушинка Жовтнева буд. 4,Відсутня,0435524743
04332213,45621 Волинська Луцький Буяни Л. Українки буд. 4,45621 Волинська Луцький Буяни Л. Українки буд. 4,byjanu@gmail.com,03327975123
04386924,35842 Рівненська Острозький Білашів Центральна буд. 47,35842 Рівненська Острозький Білашів Центральна буд. 47,ostrohrayrada2@ukr.net,(03654) 57-2-25
04333900,45065 Волинська Ковельський Білашів Кайдана буд. 4,45065 Волинська Ковельський Білашів Кайдана буд. 4,Bilashiv.sr@gmail.com,(03352) 99-2-60
04388159,34310 Рівненська Володимирецький Біле Радянська буд. 26/а,34310 Рівненська Володимирецький Біле Радянська буд. 26/а,bile@silrada.rv.ua,(03634)7-11-23
04353008,70441 Запорізька Запорізький Біленьке Леніна буд. 20,70441 Запорізька Запорізький Біленьке Леніна  буд. 4в,Pivbss25e@yandex.ru,(061)287-31-52
01207520,30543 Хмельницька Полонський Білецьке Центральна буд. 24,30543 Хмельницька Полонський Білецьке Центральна буд. 24,bilezkerada@rambler.ru,380384394166
24826124,37661 Полтавська Миргородський Білики Борисенка буд. 4,37661 Полтавська Миргородський Білики Борисенка буд. 4,bilyky_sr@ukr.net,(05355)30331
04334790,44713 Волинська Володимир-Волинський Білин Лісова буд. 4,44713 Волинська Володимир-Волинський Білин Лісова буд. 4,bilunsr@gmail.com,0334297149
04333891,45042 Волинська Ковельський Білин вул. Лесі Українки буд. 2,45042 Волинська Ковельський Білин вул. Лесі Українки буд. 2,Bilyn.sr@gmail.com,(03352) 98-3-74
04349449,90132 Закарпатська Іршавський Білки Центральна буд. 13,90132 Закарпатська Іршавський Білки Центральна буд. 13,bilkirada@mail.ru,(03144) 75280
